DRS_ID,MIP_ERA,ACTIVITY_ID,INSTITUTION_IDAscending,SOURCE_ID,EXPERIMENT_ID,DOI,Data Reference,License,License Uri
CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp585,CMIP6,ScenarioMIP,DKRZ,MPI-ESM1-2-HR,ssp585,https://doi.org/10.22033/ESGF/CMIP6.4403,"Schupfner, Martin; Wieners, Karl-Hermann; Wachsmann, Fabian; Steger, Christian; Bittner, Matthias; Jungclaus, Johann; Früh, Barbara; Pankatz, Klaus; Giorgetta, Marco; Reick, Christian; Legutke, Stephanie; Esch, Monika; Gayler, Veronika; Haak, Helmuth; de Vrese, Philipp; Raddatz, Thomas; Mauritsen, Thorsten; von Storch, Jin-Song; Behrens, Jörg; Brovkin, Victor; Claussen, Martin; Crueger, Traute; Fast, Irina; Fiedler, Stephanie; Hagemann, Stefan; Hohenegger, Cathy; Jahns, Thomas; Kloster, Silvia; Kinne, Stefan; Lasslop, Gitta; Kornblueh, Luis; Marotzke, Jochem; Matei, Daniela; Meraner, Katharina; Mikolajewicz, Uwe; Modali, Kameswarrao; Müller, Wolfgang; Nabel, Julia; Notz, Dirk; Peters-von Gehlen, Karsten; Pincus, Robert; Pohlmann, Holger; Pongratz, Julia; Rast, Sebastian; Schmidt, Hauke; Schnur, Reiner; Schulzweida, Uwe; Six, Katharina; Stevens, Bjorn; Voigt, Aiko; Roeckner, Erich (2019). DKRZ MPI-ESM1.2-HR model output prepared for CMIP6 ScenarioMIP ssp585. Earth System Grid Federation. doi:https://doi.org/10.22033/ESGF/CMIP6.4403 .",CC BY-SA 4.0,http://creativecommons.org/licenses/by-sa/4.0/
CMIP6.CMIP.MPI-M.MPI-ESM1-2-LR.historical,CMIP6,CMIP,MPI-M,MPI-ESM1-2-LR,historical,https://doi.org/10.22033/ESGF/CMIP6.6595,"Wieners, Karl-Hermann; Giorgetta, Marco; Jungclaus, Johann; Reick, Christian; Esch, Monika; Bittner, Matthias; Legutke, Stephanie; Schupfner, Martin; Wachsmann, Fabian; Gayler, Veronika; Haak, Helmuth; de Vrese, Philipp; Raddatz, Thomas; Mauritsen, Thorsten; von Storch, Jin-Song; Behrens, Jörg; Brovkin, Victor; Claussen, Martin; Crueger, Traute; Fast, Irina; Fiedler, Stephanie; Hagemann, Stefan; Hohenegger, Cathy; Jahns, Thomas; Kloster, Silvia; Kinne, Stefan; Lasslop, Gitta; Kornblueh, Luis; Marotzke, Jochem; Matei, Daniela; Meraner, Katharina; Mikolajewicz, Uwe; Modali, Kameswarrao; Müller, Wolfgang; Nabel, Julia; Notz, Dirk; Peters-von Gehlen, Karsten; Pincus, Robert; Pohlmann, Holger; Pongratz, Julia; Rast, Sebastian; Schmidt, Hauke; Schnur, Reiner; Schulzweida, Uwe; Six, Katharina; Stevens, Bjorn; Voigt, Aiko; Roeckner, Erich (2019). MPI-M MPI-ESM1.2-LR model output prepared for CMIP6 CMIP historical. Earth System Grid Federation. doi:https://doi.org/10.22033/ESGF/CMIP6.6595 .",CC BY-SA 4.0,http://creativecommons.org/licenses/by-sa/4.0/
CMIP6.ScenarioMIP.MPI-M.MPI-ESM1-2-LR.ssp126,CMIP6,ScenarioMIP,MPI-M,MPI-ESM1-2-LR,ssp126,https://doi.org/10.22033/ESGF/CMIP6.6690,"Wieners, Karl-Hermann; Giorgetta, Marco; Jungclaus, Johann; Reick, Christian; Esch, Monika; Bittner, Matthias; Gayler, Veronika; Haak, Helmuth; de Vrese, Philipp; Raddatz, Thomas; Mauritsen, Thorsten; von Storch, Jin-Song; Behrens, Jörg; Brovkin, Victor; Claussen, Martin; Crueger, Traute; Fast, Irina; Fiedler, Stephanie; Hagemann, Stefan; Hohenegger, Cathy; Jahns, Thomas; Kloster, Silvia; Kinne, Stefan; Lasslop, Gitta; Kornblueh, Luis; Marotzke, Jochem; Matei, Daniela; Meraner, Katharina; Mikolajewicz, Uwe; Modali, Kameswarrao; Müller, Wolfgang; Nabel, Julia; Notz, Dirk; Peters-von Gehlen, Karsten; Pincus, Robert; Pohlmann, Holger; Pongratz, Julia; Rast, Sebastian; Schmidt, Hauke; Schnur, Reiner; Schulzweida, Uwe; Six, Katharina; Stevens, Bjorn; Voigt, Aiko; Roeckner, Erich (2019). MPI-M MPI-ESM1.2-LR model output prepared for CMIP6 ScenarioMIP ssp126. Earth System Grid Federation. doi:https://doi.org/10.22033/ESGF/CMIP6.6690 .",CC BY-SA 4.0,http://creativecommons.org/licenses/by-sa/4.0/
CMIP6.ScenarioMIP.MPI-M.MPI-ESM1-2-LR.ssp585,CMIP6,ScenarioMIP,MPI-M,MPI-ESM1-2-LR,ssp585,https://doi.org/10.22033/ESGF/CMIP6.6705,"Wieners, Karl-Hermann; Giorgetta, Marco; Jungclaus, Johann; Reick, Christian; Esch, Monika; Bittner, Matthias; Gayler, Veronika; Haak, Helmuth; de Vrese, Philipp; Raddatz, Thomas; Mauritsen, Thorsten; von Storch, Jin-Song; Behrens, Jörg; Brovkin, Victor; Claussen, Martin; Crueger, Traute; Fast, Irina; Fiedler, Stephanie; Hagemann, Stefan; Hohenegger, Cathy; Jahns, Thomas; Kloster, Silvia; Kinne, Stefan; Lasslop, Gitta; Kornblueh, Luis; Marotzke, Jochem; Matei, Daniela; Meraner, Katharina; Mikolajewicz, Uwe; Modali, Kameswarrao; Müller, Wolfgang; Nabel, Julia; Notz, Dirk; Peters-von Gehlen, Karsten; Pincus, Robert; Pohlmann, Holger; Pongratz, Julia; Rast, Sebastian; Schmidt, Hauke; Schnur, Reiner; Schulzweida, Uwe; Six, Katharina; Stevens, Bjorn; Voigt, Aiko; Roeckner, Erich (2019). MPI-M MPI-ESM1.2-LR model output prepared for CMIP6 ScenarioMIP ssp585. Earth System Grid Federation. doi:https://doi.org/10.22033/ESGF/CMIP6.6705 .",CC BY-SA 4.0,http://creativecommons.org/licenses/by-sa/4.0/
CMIP6.CMIP.MRI.MRI-ESM2-0.historical,CMIP6,CMIP,MRI,MRI-ESM2-0,historical,https://doi.org/10.22033/ESGF/CMIP6.6842,"Yukimoto, Seiji; Koshiro, Tsuyoshi; Kawai, Hideaki; Oshima, Naga; Yoshida, Kohei; Urakawa, Shogo; Tsujino, Hiroyuki; Deushi, Makoto; Tanaka, Taichu; Hosaka, Masahiro; Yoshimura, Hiromasa; Shindo, Eiki; Mizuta, Ryo; Ishii, Masayoshi; Obata, Atsushi; Adachi, Yukimasa (2019). MRI MRI-ESM2.0 model output prepared for CMIP6 CMIP historical. Earth System Grid Federation. doi:https://doi.org/10.22033/ESGF/CMIP6.6842 .",CC BY-SA 4.0,http://creativecommons.org/licenses/by-sa/4.0/
CMIP6.ScenarioMIP.MRI.MRI-ESM2-0.ssp126,CMIP6,ScenarioMIP,MRI,MRI-ESM2-0,ssp126,https://doi.org/10.22033/ESGF/CMIP6.6909,"Yukimoto, Seiji; Koshiro, Tsuyoshi; Kawai, Hideaki; Oshima, Naga; Yoshida, Kohei; Urakawa, Shogo; Tsujino, Hiroyuki; Deushi, Makoto; Tanaka, Taichu; Hosaka, Masahiro; Yoshimura, Hiromasa; Shindo, Eiki; Mizuta, Ryo; Ishii, Masayoshi; Obata, Atsushi; Adachi, Yukimasa (2019). MRI MRI-ESM2.0 model output prepared for CMIP6 ScenarioMIP ssp126. Earth System Grid Federation. doi:https://doi.org/10.22033/ESGF/CMIP6.6909 .",CC BY-SA 4.0,http://creativecommons.org/licenses/by-sa/4.0/
CMIP6.ScenarioMIP.MRI.MRI-ESM2-0.ssp585,CMIP6,ScenarioMIP,MRI,MRI-ESM2-0,ssp585,https://doi.org/10.22033/ESGF/CMIP6.6929,"Yukimoto, Seiji; Koshiro, Tsuyoshi; Kawai, Hideaki; Oshima, Naga; Yoshida, Kohei; Urakawa, Shogo; Tsujino, Hiroyuki; Deushi, Makoto; Tanaka, Taichu; Hosaka, Masahiro; Yoshimura, Hiromasa; Shindo, Eiki; Mizuta, Ryo; Ishii, Masayoshi; Obata, Atsushi; Adachi, Yukimasa (2019). MRI MRI-ESM2.0 model output prepared for CMIP6 ScenarioMIP ssp585. Earth System Grid Federation. doi:https://doi.org/10.22033/ESGF/CMIP6.6929 .",CC BY-SA 4.0,http://creativecommons.org/licenses/by-sa/4.0/
CMIP6.CMIP.NCAR.CESM2-WACCM.historical,CMIP6,CMIP,NCAR,CESM2-WACCM,historical,https://doi.org/10.22033/ESGF/CMIP6.10071,"Danabasoglu, Gokhan (2019). NCAR CESM2-WACCM model output prepared for CMIP6 CMIP historical. Earth System Grid Federation. doi:https://doi.org/10.22033/ESGF/CMIP6.10071 .",CC BY-SA 4.0,http://creativecommons.org/licenses/by-sa/4.0/
CMIP6.ScenarioMIP.NCAR.CESM2-WACCM.ssp126,CMIP6,ScenarioMIP,NCAR,CESM2-WACCM,ssp126,https://doi.org/10.22033/ESGF/CMIP6.10100,"Danabasoglu, Gokhan (2019). NCAR CESM2-WACCM model output prepared for CMIP6 ScenarioMIP ssp126. Earth System Grid Federation. doi:https://doi.org/10.22033/ESGF/CMIP6.10100 .",CC BY-SA 4.0,http://creativecommons.org/licenses/by-sa/4.0/
CMIP6.ScenarioMIP.NCAR.CESM2-WACCM.ssp585,CMIP6,ScenarioMIP,NCAR,CESM2-WACCM,ssp585,https://doi.org/10.22033/ESGF/CMIP6.10115,"Danabasoglu, Gokhan (2019). NCAR CESM2-WACCM model output prepared for CMIP6 ScenarioMIP ssp585. Earth System Grid Federation. doi:https://doi.org/10.22033/ESGF/CMIP6.10115 .",CC BY-SA 4.0,http://creativecommons.org/licenses/by-sa/4.0/
CMIP6.CMIP.NCAR.CESM2.historical,CMIP6,CMIP,NCAR,CESM2,historical,https://doi.org/10.22033/ESGF/CMIP6.7627,"Danabasoglu, Gokhan (2019). NCAR CESM2 model output prepared for CMIP6 CMIP historical. Earth System Grid Federation. doi:https://doi.org/10.22033/ESGF/CMIP6.7627 .",CC BY-SA 4.0,http://creativecommons.org/licenses/by-sa/4.0/
CMIP6.ScenarioMIP.NCAR.CESM2.ssp126,CMIP6,ScenarioMIP,NCAR,CESM2,ssp126,https://doi.org/10.22033/ESGF/CMIP6.7746,"Danabasoglu, Gokhan (2019). NCAR CESM2 model output prepared for CMIP6 ScenarioMIP ssp126. Earth System Grid Federation. doi:https://doi.org/10.22033/ESGF/CMIP6.7746 .",CC BY-SA 4.0,http://creativecommons.org/licenses/by-sa/4.0/
CMIP6.ScenarioMIP.NCAR.CESM2.ssp585,CMIP6,ScenarioMIP,NCAR,CESM2,ssp585,https://doi.org/10.22033/ESGF/CMIP6.7768,"Danabasoglu, Gokhan (2019). NCAR CESM2 model output prepared for CMIP6 ScenarioMIP ssp585. Earth System Grid Federation. doi:https://doi.org/10.22033/ESGF/CMIP6.7768 .",CC BY-SA 4.0,http://creativecommons.org/licenses/by-sa/4.0/
CMIP6.CMIP.NCC.NorESM2-LM.historical,CMIP6,CMIP,NCC,NorESM2-LM,historical,https://doi.org/10.22033/ESGF/CMIP6.8036,"Seland, Øyvind; Bentsen, Mats; Oliviè, Dirk Jan Leo; Toniazzo, Thomas; Gjermundsen, Ada; Graff, Lise Seland; Debernard, Jens Boldingh; Gupta, Alok Kumar; He, Yanchun; Kirkevåg, Alf; Schwinger, Jörg; Tjiputra, Jerry; Aas, Kjetil Schanke; Bethke, Ingo; Fan, Yuanchao; Griesfeller, Jan; Grini, Alf; Guo, Chuncheng; Ilicak, Mehmet; Karset, Inger Helene Hafsahl; Landgren, Oskar Andreas; Liakka, Johan; Moseid, Kine Onsum; Nummelin, Aleksi; Spensberger, Clemens; Tang, Hui; Zhang, Zhongshi; Heinze, Christoph; Iversen, Trond; Schulz, Michael (2019). NCC NorESM2-LM model output prepared for CMIP6 CMIP historical. Earth System Grid Federation. doi:https://doi.org/10.22033/ESGF/CMIP6.8036 .",CC BY-SA 4.0,http://creativecommons.org/licenses/by-sa/4.0/
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp126,CMIP6,ScenarioMIP,NCC,NorESM2-LM,ssp126,https://doi.org/10.22033/ESGF/CMIP6.8248,"Seland, Øyvind; Bentsen, Mats; Oliviè, Dirk Jan Leo; Toniazzo, Thomas; Gjermundsen, Ada; Graff, Lise Seland; Debernard, Jens Boldingh; Gupta, Alok Kumar; He, Yanchun; Kirkevåg, Alf; Schwinger, Jörg; Tjiputra, Jerry; Aas, Kjetil Schanke; Bethke, Ingo; Fan, Yuanchao; Griesfeller, Jan; Grini, Alf; Guo, Chuncheng; Ilicak, Mehmet; Karset, Inger Helene Hafsahl; Landgren, Oskar Andreas; Liakka, Johan; Moseid, Kine Onsum; Nummelin, Aleksi; Spensberger, Clemens; Tang, Hui; Zhang, Zhongshi; Heinze, Christoph; Iversen, Trond; Schulz, Michael (2019). NCC NorESM2-LM model output prepared for CMIP6 ScenarioMIP ssp126. Earth System Grid Federation. doi:https://doi.org/10.22033/ESGF/CMIP6.8248 .",CC BY-SA 4.0,http://creativecommons.org/licenses/by-sa/4.0/
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp585,CMIP6,ScenarioMIP,NCC,NorESM2-LM,ssp585,https://doi.org/10.22033/ESGF/CMIP6.8319,"Seland, Øyvind; Bentsen, Mats; Oliviè, Dirk Jan Leo; Toniazzo, Thomas; Gjermundsen, Ada; Graff, Lise Seland; Debernard, Jens Boldingh; Gupta, Alok Kumar; He, Yanchun; Kirkevåg, Alf; Schwinger, Jörg; Tjiputra, Jerry; Aas, Kjetil Schanke; Bethke, Ingo; Fan, Yuanchao; Griesfeller, Jan; Grini, Alf; Guo, Chuncheng; Ilicak, Mehmet; Karset, Inger Helene Hafsahl; Landgren, Oskar Andreas; Liakka, Johan; Moseid, Kine Onsum; Nummelin, Aleksi; Spensberger, Clemens; Tang, Hui; Zhang, Zhongshi; Heinze, Christoph; Iversen, Trond; Schulz, Michael (2019). NCC NorESM2-LM model output prepared for CMIP6 ScenarioMIP ssp585. Earth System Grid Federation. doi:https://doi.org/10.22033/ESGF/CMIP6.8319 .",CC BY-SA 4.0,http://creativecommons.org/licenses/by-sa/4.0/
CMIP6.CMIP.NCC.NorESM2-MM.historical,CMIP6,CMIP,NCC,NorESM2-MM,historical,https://doi.org/10.22033/ESGF/CMIP6.8040,"Bentsen, Mats; Oliviè, Dirk Jan Leo; Seland, Øyvind; Toniazzo, Thomas; Gjermundsen, Ada; Graff, Lise Seland; Debernard, Jens Boldingh; Gupta, Alok Kumar; He, Yanchun; Kirkevåg, Alf; Schwinger, Jörg; Tjiputra, Jerry; Aas, Kjetil Schanke; Bethke, Ingo; Fan, Yuanchao; Griesfeller, Jan; Grini, Alf; Guo, Chuncheng; Ilicak, Mehmet; Karset, Inger Helene Hafsahl; Landgren, Oskar Andreas; Liakka, Johan; Moseid, Kine Onsum; Nummelin, Aleksi; Spensberger, Clemens; Tang, Hui; Zhang, Zhongshi; Heinze, Christoph; Iversen, Trond; Schulz, Michael (2019). NCC NorESM2-MM model output prepared for CMIP6 CMIP historical. Earth System Grid Federation. doi:https://doi.org/10.22033/ESGF/CMIP6.8040 .",CC BY-SA 4.0,http://creativecommons.org/licenses/by-sa/4.0/
CMIP6.ScenarioMIP.NCC.NorESM2-MM.ssp126,CMIP6,ScenarioMIP,NCC,NorESM2-MM,ssp126,https://doi.org/10.22033/ESGF/CMIP6.8250,"Bentsen, Mats; Oliviè, Dirk Jan Leo; Seland, Øyvind; Toniazzo, Thomas; Gjermundsen, Ada; Graff, Lise Seland; Debernard, Jens Boldingh; Gupta, Alok Kumar; He, Yanchun; Kirkevåg, Alf; Schwinger, Jörg; Tjiputra, Jerry; Aas, Kjetil Schanke; Bethke, Ingo; Fan, Yuanchao; Griesfeller, Jan; Grini, Alf; Guo, Chuncheng; Ilicak, Mehmet; Karset, Inger Helene Hafsahl; Landgren, Oskar Andreas; Liakka, Johan; Moseid, Kine Onsum; Nummelin, Aleksi; Spensberger, Clemens; Tang, Hui; Zhang, Zhongshi; Heinze, Christoph; Iversen, Trond; Schulz, Michael (2019). NCC NorESM2-MM model output prepared for CMIP6 ScenarioMIP ssp126. Earth System Grid Federation. doi:https://doi.org/10.22033/ESGF/CMIP6.8250 .",CC BY-SA 4.0,http://creativecommons.org/licenses/by-sa/4.0/
CMIP6.ScenarioMIP.NCC.NorESM2-MM.ssp585,CMIP6,ScenarioMIP,NCC,NorESM2-MM,ssp585,https://doi.org/10.22033/ESGF/CMIP6.8321,"Bentsen, Mats; Oliviè, Dirk Jan Leo; Seland, Øyvind; Toniazzo, Thomas; Gjermundsen, Ada; Graff, Lise Seland; Debernard, Jens Boldingh; Gupta, Alok Kumar; He, Yanchun; Kirkevåg, Alf; Schwinger, Jörg; Tjiputra, Jerry; Aas, Kjetil Schanke; Bethke, Ingo; Fan, Yuanchao; Griesfeller, Jan; Grini, Alf; Guo, Chuncheng; Ilicak, Mehmet; Karset, Inger Helene Hafsahl; Landgren, Oskar Andreas; Liakka, Johan; Moseid, Kine Onsum; Nummelin, Aleksi; Spensberger, Clemens; Tang, Hui; Zhang, Zhongshi; Heinze, Christoph; Iversen, Trond; Schulz, Michael (2019). NCC NorESM2-MM model output prepared for CMIP6 ScenarioMIP ssp585. Earth System Grid Federation. doi:https://doi.org/10.22033/ESGF/CMIP6.8321 .",CC BY-SA 4.0,http://creativecommons.org/licenses/by-sa/4.0/
CMIP6.CMIP.NOAA-GFDL.GFDL-ESM4.historical,CMIP6,CMIP,NOAA-GFDL,GFDL-ESM4,historical,https://doi.org/10.22033/ESGF/CMIP6.8597,"Krasting, John P.; John, Jasmin G; Blanton, Chris; McHugh, Colleen; Nikonov, Serguei; Radhakrishnan, Aparna; Rand, Kristopher; Zadeh, Niki T.; Balaji, V; Durachta, Jeff; Dupuis, Christopher; Menzel, Raymond; Robinson, Thomas; Underwood, Seth; Vahlenkamp, Hans; Dunne, Krista A.; Gauthier, Paul PG; Ginoux, Paul; Griffies, Stephen M.; Hallberg, Robert; Harrison, Matthew; Hurlin, William; Malyshev, Sergey; Naik, Vaishali; Paulot, Fabien; Paynter, David J; Ploshay, Jeffrey; Reichl, Brandon G; Schwarzkopf, Daniel M; Seman, Charles J; Silvers, Levi; Wyman, Bruce; Zeng, Yujin; Adcroft, Alistair; Dunne, John P.; Dussin, Raphael; Guo, Huan; He, Jian; Held, Isaac M; Horowitz, Larry W.; Lin, Pu; Milly, P.C.D; Shevliakova, Elena; Stock, Charles; Winton, Michael; Wittenberg, Andrew T.; Xie, Yuanyu; Zhao, Ming (2018). NOAA-GFDL GFDL-ESM4 model output prepared for CMIP6 CMIP historical. Earth System Grid Federation. doi:https://doi.org/10.22033/ESGF/CMIP6.8597 .",CC BY-SA 4.0,http://creativecommons.org/licenses/by-sa/4.0/
CMIP6.ScenarioMIP.NOAA-GFDL.GFDL-ESM4.ssp126,CMIP6,ScenarioMIP,NOAA-GFDL,GFDL-ESM4,ssp126,https://doi.org/10.22033/ESGF/CMIP6.8684,"John, Jasmin G; Blanton, Chris; McHugh, Colleen; Radhakrishnan, Aparna; Rand, Kristopher; Vahlenkamp, Hans; Wilson, Chandin; Zadeh, Niki T.; Dunne, John P.; Dussin, Raphael; Horowitz, Larry W.; Krasting, John P.; Lin, Pu; Malyshev, Sergey; Naik, Vaishali; Ploshay, Jeffrey; Shevliakova, Elena; Silvers, Levi; Stock, Charles; Winton, Michael; Zeng, Yujin (2018). NOAA-GFDL GFDL-ESM4 model output prepared for CMIP6 ScenarioMIP ssp126. Earth System Grid Federation. doi:https://doi.org/10.22033/ESGF/CMIP6.8684 .",CC BY-SA 4.0,http://creativecommons.org/licenses/by-sa/4.0/
CMIP6.ScenarioMIP.NOAA-GFDL.GFDL-ESM4.ssp585,CMIP6,ScenarioMIP,NOAA-GFDL,GFDL-ESM4,ssp585,https://doi.org/10.22033/ESGF/CMIP6.8706,"John, Jasmin G; Blanton, Chris; McHugh, Colleen; Radhakrishnan, Aparna; Rand, Kristopher; Vahlenkamp, Hans; Wilson, Chandin; Zadeh, Niki T.; Dunne, John P.; Dussin, Raphael; Horowitz, Larry W.; Krasting, John P.; Lin, Pu; Malyshev, Sergey; Naik, Vaishali; Ploshay, Jeffrey; Shevliakova, Elena; Silvers, Levi; Stock, Charles; Winton, Michael; Zeng, Yujin (2018). NOAA-GFDL GFDL-ESM4 model output prepared for CMIP6 ScenarioMIP ssp585. Earth System Grid Federation. doi:https://doi.org/10.22033/ESGF/CMIP6.8706 .",CC BY-SA 4.0,http://creativecommons.org/licenses/by-sa/4.0/
